,links,dates,titles,content
30,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2017/09/Residential-Care-Survey-NR-Sept-15-Final.pdf,"Sep 15, 2017","B.C. Seniors Advocate releases results of landmark residential care survey (pdf, 100 KB)","NEWS RELEASE  For Immediate Release September 15th, 2017  B.C. Seniors Advocate releases results of landmark residential care survey  Vancouver Œ B.C. Seniors Advocate Isobel Mackenzie released provincial results of her office™s survey of publicly subsidized residential care homes today. This is the most extensive survey of residents™ quality of life ever conducted in Canada.  ﬁFor the first time in this province, we have heard the collective voices of some of our most frail and vulnerable seniors across all of our care homes,ﬂ said Mackenzie. ﬁWhat they are telling us is that while some are satisfied in some areas, overall, we need to be doing better, and in some cases, much better in ensuring the needs of residents are met,ﬂ Mackenzie added.  The survey asked a range of questions on residents™ experiences of day to day activities and care from questions about food quality and staff responsiveness to observations of physician care and social connectedness. The survey was conducted between June 2016 and May 2017. Residents™ most frequent visitors, usually a family member, were also mailed surveys.  ﬁWe are very good at using clinical measurements to gauge how we™re doing in this area such as numbers of falls etc.,ﬂ said Mackenzie. ﬁWhat we haven™t been good at is actually asking the residents themselves what they think of the care they receive and this survey gave us the opportunity to hear feedback that is so critical in making care improvements,ﬂ Mackenzie added.   Key positive responses from the survey include:   50% of residents rated the overall quality of the care home as very good or excellent with 83% of residents believing the staff know what they are doing  88% of family members report being involved in decisions about the care of their loved one  80% of residents indicate they get the services they need  65% of family members rated the facility 8 or higher when 10 was the highest possible score  88% feel safe in the care home  86% of residents feel staff treat them with respect   88% of family members or most frequent visitors report that facility staff addresses their concerns always or most of the time  Key areas where residents and families said improvements are needed include:   62% of residents say they do not get to bathe or shower as often as they want   One in four residents say they sometimes, rarely or never get help to the toilet when needed and 25% of residents report staff tries to relieve physical discomfort sometimes, rarely or never    More than one-third of residents report they are not consistently getting the help they need at mealtimes  Almost 46% of residents report there is no one living in the facility that they consider a close friend and 45% report there is no one for them to do things with   Less than half (46%) of residents say staff regularly make time for friendly conversation 49% of residents only sometimes, rarely or never have the same care aide on most weekdays  4 out of 10 residents living in residential care do not want to be there  Only 57% of residents report that the care facility regularly feels like home  ﬁWe have heard from 20,000 British Columbians - 10,000 residents and 10,000 family members - and together their voices send three strong messages–more staff, more freedom and more conversation,ﬂ said Mackenzie. ﬁResidents need more help in some areas reflecting the fact there are not enough staff; many are lonely and want to be talked to and engaged and they want what we all do, more freedom to control all aspects of their day to day lives from when they get up in the morning to what time of day they eat their meals.ﬂ  The Advocate makes eight recommendations in the report for system improvements including increasing care hours and ensuring staffing levels are enforced and monitored by heath authorities, increasing flexibility of how and when care is delivered, increasing training focused on the emotional needs of residents, expanding the role of nurse practitioners in residential care facilities and increasing the range of activities provided in residential care facilities, particularly in the evenings and weekends. The Advocate also recommends ongoing use of this survey tool to ensure progress is monitored.  ﬁWe have to remember that for people who are living in residential care, this is their home, and very likely their last home,ﬂ said Mackenzie. ﬁWe need to do all that we can to ensure those who live there, have the very best experience possible.ﬂ  Background and full highlights of the Office of the Seniors Advocate™s Residential Care Survey are available at www.seniorsadvocatebc.ca   Media contact:  Sara Darling  Director of Communications  Office of the Seniors Advocate  778-679-2588"
31,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2017/08/Caregiver-Distress-News-Release-Final.pdf,"Aug 30, 2017","Caregiver distress in B.C. rising while available supports fail to keep up (pdf, 120 KB)","NEWS RELEASE  For Immediate Release August 30th, 2017  Caregiver Distress in B.C. rising while available supports fail to keep pace  Victoria Œ Seniors Advocate Isobel Mackenzie released an update report today confirming that caregiver distress is rising in B.C. while supports and services are not keeping pace with growing need.   ﬁWe looked at data two years ago showing that B.C. has one of the highest rates of caregiver distress in Canada,ﬂ said Isobel Mackenzie, B.C.™s Seniors Advocate. ﬁWe were hoping when we looked at the data in this area this year that we would see improvements, but unfortunately, this is not the case.ﬂ  The report, Caregivers in Distress: A Growing Problem, is an update to a 2015 report that indicated 29% of unpaid caregivers are experiencing symptoms of distress such as anger, depression or feelings of not being able to continue with their caregiving duties. Data highlighted in the current report indicate rates of distress have increased by 7% to 31%.  ﬁThis is a disturbing trend on its own when we think of the daily reality for all the sons, daughters, spouses, neighbours and friends who are dedicating hundreds of hours caring for loved ones,ﬂ said Mackenzie. ﬁHowever there is even more cause for concern when we look at additional data in this report that indicate the frailty and complexity of those we are caring for at home is actually increasing, and the supports and services that can make an immense difference to the lives of caregivers are not keeping pace.ﬂ  The report focuses on the caregivers of individuals receiving publicly subsidized home support in the province, as this is the only sub-set of the caregiving community where measurable data using detailed health care assessments are available.  This report also relies on data that tracks key support services such as Adult Day Programs, which provide regular programming and relief to caregivers, respite in residential care facilities, and additional home support services, that also help provide a reprieve from caregiving duties.   ﬁHaving a break for even a few hours can make a huge difference in the lives of caregivers who are feeling exhausted and overwhelmed,ﬂ said Mackenzie. ﬁFor some caregivers, time alone to refocus and recharge is something very precious and we need to recognize that it can make the difference between feeling strong enough to carry on with caring commitments, or giving up entirely.ﬂ  Key findings of the report include:   In 2015/16, 31% of clients had a primary caregiver in distress. This is a 7% increase from the 2015 report  Over this period, the actual number of primary caregivers identifying as distressed increased by over 1,000, which represents a 14% increase in the actual number of caregivers in distress  The number of home support clients accessing Adult Day Programs decreased by 5% and the number of days delivered to these clients decreased by 2%   The average hours of home support per day per client over 65 decreased by 5%, signaling less intensive service ﬁUnpaid caregivers are a vital, often unrecognized yet critical piece in ensuring the stability of our health care system,ﬂ said Mackenzie, adding there are approximately one million unpaid caregivers in the province whose paid value is estimated to be $3.5 billion. ﬁThe importance of maximizing supports can™t be underestimated when we consider costly alternatives such as residential care or hospital stays.ﬂ  The full report can be viewed at www.seniorsadvocatebc.ca   Media contact:  Sara Darling  Director of Communications  Office of the Seniors Advocate  778-679-2588"
32,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2017/02/HandyDART-Survey-News-Release.pdf,"Feb 02, 2017","More ride availability and shorter wait times highlighted in HandyDART survey results (pdf, 93 KB)","NEWS RELEASE  For Immediate Release Feb. 2nd, 2017  More ride availability and shorter wait times highlighted in HandyDART survey results  Victoria Œ BC™s Seniors Advocate released results of a province-wide survey of almost 7,500 HandyDART users in the province today. The survey highlights that while 91% of users are satisfied with the service when they receive it, almost 1/3 of respondents say it is not meeting, or only moderately meeting, their transportation needs.  ﬁObviously there™s good news here,ﬂ said Seniors Advocate Isobel Mackenzie. ﬁPeople are telling us that across many aspects of this service, things are positive, however we are still concerned that there are a significant number of seniors whose transportation needs are not being met,ﬂ Mackenzie added, noting ride availability, wait times for rides, and the booking experience including the time required to book rides in advance are areas where riders feel improvements are most needed.  ﬁThe cost of the service is another area that we need to look closely at,ﬂ said Mackenzie. ﬁWhile 83% of respondents told us cost is not an issue, we have to remember that some of our lowest income seniors rely heavily on this service and they clearly are telling us if it cost less, they would use it more.ﬂ Currently 53% of users have an income of less than $20,000 while 15% have incomes less than $10,000 per year.   HandyDART is a door-to-door service provided by TransLink, BC Transit, and their service providers for passengers with physical or cognitive disabilities who are unable to use conventional public transit without assistance. The majority of users, approximately 78%, are 65 or older. Last year 2.37 million rides were provided, with 51% of these in the Lower Mainland.   The Office of the Seniors Advocate™s survey asked a range of questions about the service including what people think of the application process, the availability of rides, the cost of the service, as well as overall satisfaction levels. The questions for the survey were developed through a consultation process that included users of HandyDART, service funders as well as front-line staff.  Highlights from the survey include:  - Almost 80% of HandyDART clients are able to book a roundtrip always or most of the time - 26% said they were rarely or never able to get a ride when placed on standby - 28% of riders whose annual income is less than $10,000 said they would use HandyDART more often if it cost less - 38% are somewhat or not at all familiar with no-show or cancellation policies Œ only 75% of BC Transit clients and 69% of Translink clients agree they know how to provide feedback around services - 60% of clients report they always reach appointment on time - less than 50% report they are always picked up within the 30-minute window The full HandyDART survey report can be viewed at www.seniorsadvocatebc.ca  The Office of the Seniors Advocate is an independent office of the provincial government with a mandate of monitoring seniors™ services and publicly reporting on systemic issues affecting seniors. The Office also provides information and referral: toll-free 1.877.952.3181 or by visiting: www.seniorsadvocatebc.ca    Media contact:   Sara Darling       Director of Communications  Office of the Seniors Advocate    778 679-2588"
33,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2017/01/Residential-Care-Quick-Facts-Directory-2017-News-Release.pdf,"Jan 25, 2017","B.C. Seniors Advocate updates comprehensive directory for residential care facilities (pdf, 115 KB)","NEWS RELEASE  For Immediate Release Jan 25th, 2017   B.C. Seniors Advocate updates comprehensive directory for residential care facilities  Victoria Œ The Office of the Seniors Advocate (OSA) posted an updated version of the British Columbia Residential Care Facilities Quick Facts Directory today. The directory, an annual publication of the OSA that is updated each January, provides key information in a standardized and concise format for 292 publicly funded licensed care facilities in British Columbia.   The Residential Care Facilities Quick Facts Directory provides information in a number of areas including:   Address, age of facility, regulation/legislation, accreditation status, bed/room information  Food services, nursing, allied health (physiotherapy, occupational, recreation, speech and language therapies, social work services and registered dieticians) and total funded direct care hours per resident per day  Current languages spoken, contact for complaints, type of resident or family council  Date of last inspection/reason for inspection  Number of reportable incidents such as disease outbreaks, cases of missing and wandering seniors and resident to resident aggression as well as number of complaints made to licencing offices  Care services and quality indicators as reported by the Canadian Institute for Health Information by facility and compared to the B.C. average such as percentage of residents taking antipsychotic medications without a diagnosis of psychosis and the percentage of residents receiving depression medication  The British Columbia Residential Care Facilities Quick Facts Directory can be viewed online on the Office of the Seniors Advocate website under Key Guides at www.seniorsadvocatebc.ca   Media contact:  Sara Darling  Director of Communications   Office of the Seniors Advocate  778-679-2588  sara.darling@gov.bc.ca"
34,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2016/12/MONITORING-REPORT-2.0-NR-final.pdf,"Dec 13, 2016","Residential care wait times, decreasing home support hours, improvements to HandyDART service highlighted in Office of the Seniors Advocate’s new report (pdf, 169 KB)","NEWS RELEASE  For Immediate Release December 13, 2016   Residential care wait times, decreasing home support hours, improvements to HandyDART service highlighted in Office of the Seniors Advocate™s new report   Victoria Œ The Office of the Seniors Advocate (OSA) released its second annual Monitoring Seniors™ Services report today. The report is a yearly update from the OSA on the status of key seniors™ services in the province, highlighting where seniors™ needs are being met and where improvements are most needed.   ﬁThis report gives an opportunity to start seeing year over year how we are doing in delivering seniors™ services,ﬂ said Seniors Advocate Isobel Mackenzie. ﬁIt™s encouraging to see where improvements are being met, but this report is also a valuable tool in highlighting where we could be doing better,ﬂ Mackenzie added.   Among areas that highlight positive progress, the report notes that there has been an increase in the number of new users of the provincial government™s Property Tax Deferment Program, a program that allows low-income seniors to live in their own homes. Data from the report also show that over 90% of seniors have GPs, and in terms of transportation services, the number of unfilled HandyDART ride requests decreased.    The report also outlines a number of areas of concern. There are more seniors waiting for Seniors™ Subsidized Housing, while the number of units stayed relatively flat. Wait times for residential care have also increased and the number of residential care complaints has increased. In addition, although the Advocate has been calling for increases to the Shelter Aid for Elderly Renters (SAFER) maximum rent that qualifies for a subsidy, this amount remains unchanged while there has been a decrease in vacancy and a concurrent increase in average rents.  The 70-page Monitoring Seniors™ Services report focuses on 2015/16 data, highlighting key services in the Advocate™s legislated mandate, which include transportation, health care, housing, income support, and personal care. Data were collected from service providers, health authorities, and government agencies.   ﬁWhen we look at these data collectively, the story that starts to emerge is that there are obvious improvements that need to be made, particularly in the areas of home support, residential care, and independent housing for seniors; these are areas that we will continue to work on in 2017,ﬂ said Mackenzie. The OSA will be releasing systemic reviews of home support and residential care in 2017. In addition, results of surveys of HandyDART services and a province-wide survey of 27,000 seniors living in residential care and their most frequent visitors will also be released.  The Office of the Seniors Advocate is an independent office of the provincial government with a mandate of monitoring seniors™ services, issuing public reports focusing on systemic issues and providing information and referral to seniors and their families by calling 1.877.952.3181. See below for highlights of the 2016 Monitoring Seniors™ Services report. The full report can be viewed at www.seniorsadvocatebc.ca   Media contact:     Sara Darling Director of Communications  Office of the Seniors Advocate 778 679-2588 Highlights - Monitoring Seniors™ Services report 2016  Health Care   of Alzheimer™s or another dementia, leaving four out of five seniors aged 85 and over with no diagnosis of dementia.  increase over the previous point-in-time measurement in August 2015. l level, the average home support hours delivered per year per client decreased by approximately 2% from the previous year, while the number of clients increased by 2%. nal health authorities. The proportion of residents admitted to residential care within 30 days decreased by 11% from the previous year.  and older has increased 21% over the same time period.  of reported residential care beds are in single rooms.  of 6%  Housing Elderly Renters (SAFER) maximum rent that qualifies for a subsidy has  the number of individuals on SAFER (91% are 65 and older). Seniors™ Subsidized Housing units stayed relatively flat, while the number of people 55 and older waiting for a unit increased by 11%. The median and average wait times decreased slightly, but are still 1.3 years and 2.2 years, respectively. he property tax deferment program. 7% and hydro increased by 20%. Transportation  Transit™s unfulfilled HandyDART ride requests have increased by 13%.  2% of all ride requests. HandyDART complaints were down by 13% percent for Transink, and up slightly (3%) for   Columbia. The greatest increase in active drivers was observed in the 85 and older age group: 13%. opened 157,000 driver fitness cases, the majority of which involved a Driver  were aged 80 or older. Approximately 1,000 drivers of all ages were subsequently referred for a Drassessment.  Income Supports  ™s Supplement, a monthly top-up provided by the provincial government to low-income seniors remains at which, in 2016, is the same as it was in 1987.  income of up to $51,000 may be eligible for some level of MSP Premium Assistance based on allowable deductions. In  Elder Abuse  abuse, neglect, and self-neglect. Referrals increased slightly over last year by 7%"
35,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2016/11/PDT-news-release-final-Nov-24.pdf,"Nov 24, 2016","New data show progress on some key health care indicators in residential care, but drug use in B.C. still high (pdf, 299 KB)","November 24, 2016   New data show progress on some key health care indicators in residential care, but drug use in B.C. still high  Victoria  Seniors Advocate Isobel Mackenzie today, released a progress report on her April 2015 report, . The progress report highlights that some improvements are being made in the provision of rehabilitative therapies to seniors in residential care, as well as the use of antipsychotic medications. Data also show that premature placement of seniors into residential care is declining. I was pleased to see progress on these key health care indicators in residential care and I congratulate all frontline staff and administrators for their effortsWhile more improvement is possible, it is important to acknowledge that we are moving in the right direction.  The challenge will be to sustain this momentum  The progress report uses health assessment data for 27,000 seniors in residential care for 2015/16. The data show the following changes since 2013/14:   A decrease of 9.6% in potentially inappropriate admission to residential care   An increase of 7.8% in the percentage of residential clients receiving physiotherapy   An increase of 10.6% in the percentage of residential clients receiving recreational therapy  A decrease of 16.9% in the percentage of residential clients receiving occupational therapy   No change in the percentage of residential clients receiving speech therapy  A decrease of 14.2% in the potentially inappropriate use of antipsychotic drugs  The Seniors Advocate underscores the importance of rehabilitative therapies for seniors living crucial to maintaining function that seniors get access to the therapies they needeverything from getting help swallowing, being fit for a wheelchair, walking and moving as much as possible and engaging in activities with other people are what make a huge difference to the quality of life in residential care, adding it is also very important to ensure that seniors who call residential care home both need and want to be there. care needs, and also a very costly care option for government, so we want to make sure seniors are not going to residential care before they absolutely need to and that means fully exploring all care options such as home support and assisted living The Seniors Advocate continues to have concerns regarding the use of medications in residential care, as evidence mounts in relation to inappropriate use and adverse effects. While I am pleased to see a significant decrease of 14% in the potential misuse of antipsychotics, BC still lags other provinces in this area and we have not achieved any progress  It is critical that we build on the positive achievements of the past year and broaden our commitment to tackle polypharmacy amongst seniors beyond antipsychotics and frankly beyond residential care To view the progress report click here: https://www.seniorsadvocatebc.ca/wp-content/uploads/sites/4/2016/11/PDT-Update-Report-Final-November-2016.pdf To view the original Placement, Drugs and Therapy report click here: http://www.seniorsadvocatebc.ca/osa-reports/placement-drugs-and-therapy-we-can-do-better/ The Office of the Seniors Advocate is an independent office of the provincial government with a seniors. The Office also provides information and referral: toll-free 1.877.952.3181 or by visiting www.seniorsadvocatebc.ca  Media contact:   Sara Darling Director of Communications  Office of the Seniors Advocate    778 679-2588"
36,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2016/10/HandyDART-survey-final.pdf,"Oct 03, 2016","Seniors Advocate launches survey of 30,000 HandyDART users (pdf, 93 KB)","NEWS RELEASE  For Immediate Release Oct. 3rd 2016    BC Seniors Advocate launches largest ever survey of HandyDART service in BC  Victoria Œ BC™s Seniors Advocate is asking 30,000 users of HandyDART how well the service is helping them meet their transportation needs.  HandyDART is a door-to-door service provided by TransLink, BC Transit, and their service providers for passengers with physical or cognitive disabilities who are unable to use conventional public transit without assistance. The majority of users, approximately 73%, are 65 or older. Last year 2.37 million rides were provided, with 51% of these in the Lower Mainland.    ﬁTransportation is identified as a key issue for seniors,ﬂ said Seniors Advocate Isobel Mackenzie noting that at age 65, 76% of seniors have an active driver™s license, and that drops to 34% for those over 85. ﬁClearly we need to ensure a robust transportation system is in place for seniors, most of who are still active, but may no longer be able to drive. HandyDART is part of that system and we need to ask the people who are using the service how well it is meeting their overall transportation needs,ﬂ said Mackenzie.    The survey asks a range of questions starting with what people think of the application process, the availability of rides, the cost of the service, as well as overall satisfaction levels. To ensure statistical integrity, a sample of every other client will be surveyed on Vancouver Island, the Okanagan, and the Lower Mainland, while for the other three regions that offer service, all clients will be surveyed.    The questions for the survey were developed through a consultation process that included users of HandyDART, service funders as well as front-line staff.  ﬁIn any of these surveys it is important that we are asking the right questions and involving those who both use and deliver the service ensures we don™t miss anything important,ﬂ said Mackenzie.  ﬁEnsuring a standardized approach to questions is also key to understanding the overall system and allows us to compare results from different parts of the province.ﬂ   Recipients of the survey can either complete a paper-based survey or fill it out online. Surveys should be completed and returned by Nov. 7, 2016. Results of the survey will help inform the Seniors Advocate™s overall review of seniors™ transportation issues.   ﬁI want to thank those who have been involved in developing the survey and I really want to thank those who are going to take the time to fill out the survey,ﬂ said Mackenzie. ﬁEveryone™s time is valuable but we need to hear from those who are using the service about both what could be improved and what areas are working well.ﬂ The Office of the Seniors Advocate is an independent office of the provincial government with a mandate of monitoring seniors™ services and publicly reporting on systemic issues affecting seniors. The Office also provides information and referral: toll-free 1.877.952.3181 or by visiting: www.seniorsadvocatebc.ca    Media contact:   Sara Darling       Director of Communications  Office of the Seniors Advocate    778 679-2588"
37,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2016/09/Seniors-Advocate-opinion-piece-Int.-Day-of-the-Older-Person-2016.pdf,"Sep 29, 2016","Ageism: Think you’re not prejudiced? When it comes to seniors, think again (pdf, 94 KB)","Statement  For Immediate Release September 29th 2016    Think you™re not prejudiced? When it comes to seniors, think again.  October 1st is the United Nations-declared ﬁInternational Day of the Older Person.ﬂ The theme this year is ageism, a prejudice that the UN describes as the most socially-normalized form of discrimination worldwide. The term was coined in 1969 to describe a form of discrimination based on age. Since this time, we have seen a number of barriers broken: gay people can legally marry, women lead governments and the Supreme Court of Canada, people in wheelchairs hold public office and win gold medals, and the United States has elected an African-American as President. Yet, when it comes to age, our entrenched discrimination has remained relatively unchanged. If you think this prejudice doesn™t apply to you, at some point it has or it will. It may be subtle, such as expressing surprise that 80-year-old Aunt Dorothy is still driving and going to the gym, or commenting ﬁisn™t that sweetﬂ when describing someone going on a date at the age of 85. Think if we talked about the achievements of others in such patronizing waysŠ ﬁHe™s so successful for a black man.ﬂ ﬁWhat a remarkable achievement, considering she is a woman.ﬂ etc.  This past weekend, I met with my 30-member Council of Advisors, a highly diverse and engaged group of seniors who help guide the work of my office. We had a deep discussion about ageism. One of the more fascinating revelations was the acknowledgement that how seniors view themselves can also feed into ageism. The gathering of the Council was also another opportunity to be reminded that seniors don™t all think the same way. Vigorous debate erupted around the tables about financial abuse and the line between a person™s obligation for due diligence, which does not end at age 65, and the need to protect the truly vulnerable. Anyone who could have witnessed the discussion would have been reminded that age does not homogenize thinking or political views. The conversation also underscored the systemic ageism we practice in the care community when we presume to know what is ﬁbestﬂ for seniors, as opposed to listening to what they actually want.   It™s important to remember that all people of sound mind in our society are entitled to the right of self-determination. This is true for the 30-year-old climbing Mount Everest and should be equally true of the 92-year-old climbing stairs up to the bedroom they have slept in for 60 years. Both activities have risk associated with them, but we are inherently much better at accepting the 30-year-old™s decision and may be impressed by their bravery and stamina, as opposed to stunned by the 92-year-old™s cavalier recklessness. Many who are 92 are perfectly capable of understanding that they may fall and fracture a hip, but they accept that risk because what they have chosen to value more highly is to sleep in their own bedroom. Stereotyping seniors and their behaviours is deeply entrenched in society. Contrary to some public perception, seniors are not all rich and enjoying the golf course; in fact, half of BC seniors have an income of less than $24,000. We are not all headed for the nursing home; 85% of seniors over the age of 85 live independently. We are not all going to develop a dementia; 80% of seniors over the age of 85 do not have a diagnosis of dementia. The emergency departments are not flooded with seniors; in fact, only 22% of emergency department visits are from those over 65. I could go on, but you get the idea. Seniors are not a problem to be solved, a cost curve to be ﬁbent,ﬂ or victims simply by virtue of age. Wikipedia has one definition for ageism, but ironically quite a different one for the word ﬁsenior,ﬂ a term defined as ﬁa person of higher rank or standing than another, especially by virtue of longer service.ﬂ So just like the Vice President of a company would listen attentively to the wishes of the ﬁSeniorﬂ Vice President of the company, let us citizens listen a little more closely to the aspirations of the ﬁseniorﬂ citizens of our society.   Isobel Mackenzie Seniors Advocate Province of British Columbia    Media contact:   Sara Darling       Director of Communications  Office of the Seniors Advocate    778 679-2588"
38,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2016/09/OSA-home-support-survey-findings-news-release.pdf,"Sep 19, 2016","BC Seniors Advocate releases results of landmark home support survey (pdf, 93 KB)","NEWS RELEASE  For Immediate Release September 19th 2016    BC Seniors Advocate releases results of landmark home support survey  Victoria Œ Isobel Mackenzie, Seniors Advocate for BC, released a report today highlighting results of BC™s first ever province-wide survey of home support clients and their family members.   ﬁWe have heard the collective voice of almost 10,000 seniors and their family members on how they rate the quality and effectiveness of our provincial home support program,ﬂ said Mackenzie. ﬁThere was some good news in the results, as well as clear messages about where there are opportunities for improvements,ﬂ Mackenzie added.   Survey results show that, overall, clients are satisfied with the quality of the home support services they receive (62%). However, many respondents want more services to be available to them, such as housekeeping (28%) and meal preparation (12%). Additional highlights include an overwhelming recognition that home support staff are caring and respectful (92%), but there were also concerns around the number of different workers (20% of clients say they get too many regular workers), as well as the lack of skills and training of some home support workers (only 47% of clients think their workers have all necessary skills to provide good care).   ﬁWe need to look at how the housekeeping and meal preparation needs of our clients can be better met, how we can reduce the number of different workers involved in care delivery, and how we can increase the skills of a workforce that is highly compassionate,ﬂ said Mackenzie.  In addition to questions about home support services, the survey asked clients about their use and awareness of medications. The survey found 80% of clients knew how many medications they were taking, but there was a much lower rate of awareness around why a client is using them (only 59% know why they are taking all medications) and their side effects (only 17% know the side effects for all of their medications). ﬁClearly, all of us involved in the care of seniors, from physicians and pharmacists to nurses and family members, need to be more diligent about communicating possible side effects of medications. This is important at any age, but particularly crucial for seniors because, in some cases, we might think there is a cognitive impairment or permanent condition when, in fact, what we are seeing is a side effect from one of the many medications some seniors are prescribed,ﬂ said Mackenzie.   The Office of the Seniors Advocate™s home support survey was conducted in the fall of 2015. Responses were received from 5,336 clients and 4,040 family members. The margin of error on a survey of this size is +/- 1% after applying a finite population correction.   The Office of the Seniors Advocate is an independent office of the provincial government with a mandate of monitoring seniors™ services and publicly reporting on systemic issues affecting seniors. The Office also provides information and referral: Toll-free 1.877.952.3181. View the Office of the Seniors Advocate home support survey report and full survey results: www.seniorsadvocatebc.ca    Media contact:   Sara Darling       Director of Communications  Office of the Seniors Advocate    778 679-2588"
39,https://www.seniorsadvocatebc.ca/app/uploads/sites/4/2016/07/302679-Mayors-and-Councils-in-BC-Senior-Pedestrians-July-15-2016.pdf,"Jul 25, 2016","Advocate calls on BC municipal councils to consider safety improvements for seniors pedestrians (pdf, 172 KB)","Office of the Seniors Advocate Province of British Columbia  1-877-952-3181 www.seniorsadvocatebc.ca  1st Floor, 1515 Blanshard Street PO Box 9651 STN PROV GOVT Victoria BC  V8W 9P4  July 15, 2016                                                                                                                                Ref: 302679                              Sent by email only   To All Mayors and Councils in BC   Dear Mayor and Council, to all municipal governments in BC asking for consideration of increased safety initiatives targeted at senior pedestrians, including the lowering of speed limits in appropriate areas.  My colleague Dr. Perry Kendall, Provincial Health Officer highlighted the vulnerability of senior pedestrians in his report, Where Rubber Meets the Road: Reducing the Impact of Motor Vehicle Crashes on Health and Well-being in BC.  This report points out that there were 2,200 motor vehicle accidents involving at least one pedestrian in BC in 2013.  These resulted in 2,300 injured pedestrians and 52 pedestrian fatalities.  strians aged 76 and up is more than twice the MVC fatality rate for pedestrians 66-75 and that overall, those over 76 had the highest rate of fatalities per 100,000 population.  Dr. Kendall found that there were a number of contributing factors that cause these accidents, including pedestrian error or confusion (31%), distraction on the part of the driver or pedestrian (29.3%), alcohol (19%), driver failing to yield the right of way (9.5%), and speed (8.8%).  The impact of these pedestrian accidents to the individual, their families and the system at large is obviously significant.  In the case of seniors, injury is much more likely to lead to a permanent decrease in overall function.  As the Office of the Seniors Advocate continues to monitor transportation issues relating to seniors, I would like to personally encourage you to consider pedestrian-focused enhancements in your communities that help ensure the safety of older citizens is a priority and these enhancements include: mechanisms to decrease crossing distances, increasing crossing times, improving pedestrian lighting, and modifying roadways, especially intersections, where most pedestrian accidents occur.  Appropriate speed limits must also be a priority, particularly in areas that have a high number of pedestrians.  Research shows that pedestrians have a 10% risk of dying when hit at 30 kilometres per hour, but an 80% risk of dying when hit at 50 kilometres per hour.  The continued education of both drivers and pedestrians is something I will continue to encourage.  Age-friendly initiatives should continue to focus on as much safe pedestrian access as possible, ultimately improving the overall health and well-being of our elderly population.  I look forward to your continued collaboration on this most important issue.  Sincerely,    Isobel Mackenzie Seniors Advocate  pc:   Dr Perry Kendall         Honourable Terry Lake         Stephen Brown"
