,links,dates,header,body
87,https://www.nanaimobulletin.com/news/liberals-make-plea-for-seniors-to-file-taxes-as-thousands-at-risk-of-losing-benefits/,"Oct 14, 2020",Federal Liberals make plea for seniors to file taxes as thousands at risk of losing benefits,"The federal government says tens of thousands of seniors are at risk of losing benefits because they haven’t yet filed their taxes.The Liberals are making a public plea for them to submit their returns as soon as possible so payments of the guaranteed income supplement doesn’t get suspended come Jan. 1.The government estimates that 63,000 seniors could see an interruption in benefit payments if they don’t file tax returns quickly.The returns are how the government determines eligibility and the value of payments like the GIS, which goes to low-income seniors.Without it, seniors receiving the income top-up will find the payment taps closed until they provide the needed information.In 2017, some 105,000 seniors saw halts on their payments, and the figure has fallen in subsequent years to 75,000 in 2018 and 73,000 last year.Normally, returns would have been due in April and the calculations made before the annual benefit calendar reset in July.But due to the pandemic, the deadline for those seniors to file was extended to this month, and benefits continued uninterrupted for 214,000 GIS recipients until December.Seniors Minister Deb Schulte says Service Canada has sent reminders to the 63,000 to file their returns, or at least provide the agency with their income information.She also says the government is reaching out through seniors’ organizations and on social media.The Canadian PressLike us onFacebookand follow us onTwitter.Want to support local journalism during the pandemic? Make a donationhere.Seniorstaxeshttps://www.nanaimobulletin.com/news/liberals-make-plea-for-seniors-to-file-taxes-as-thousands-at-risk-of-losing-benefits/"
88,https://www.nanaimobulletin.com/news/more-canadians-planning-to-continue-living-at-home-as-they-age-survey-suggests/,"Oct 14, 2020","More Canadians planning to continue living at home as they age, survey suggests","A new survey suggests more Canadians are planning to continue living at home as they age, rather than moving into a retirement or long-term care facility.The survey of 1,517 Canadians was conducted online by the National Institute on Ageing at Toronto’s Ryerson University in late July.Sixty per cent of respondents said the COVID-19 pandemic had changed their opinion on whether they’d arrange for themselves or an older loved one to live in a nursing or retirement home.The number climbed to 70 per cent for respondents aged 65 and older.Ninety-one per cent of respondents said they would try “to live safely and independently in their own home as long as possible.”According to the institute’s tabulation of provincial data, more than three quarters of all deaths from COVID-19 in Canada have been among residents of long-term care homes.READ MORE:COVID-19 spread shifts to seniors as outbreaks rise in long-term care homes: TamThe Canadian PressLike us onFacebookand follow us onTwitter.Want to support local journalism during the pandemic? Make a donationhere.Seniorshttps://www.nanaimobulletin.com/news/more-canadians-planning-to-continue-living-at-home-as-they-age-survey-suggests/"
89,https://www.nanaimobulletin.com/news/covid-19-spread-shifts-to-seniors-as-outbreaks-rise-in-long-term-care-homes-tam/,"Oct 11, 2020",COVID-19 spread shifts to seniors as outbreaks rise in long-term care homes: Tam,"Canada’s chief public health officer says the spread of COVID-19 is shifting towards seniors, adding to the mounting signs suggesting a second wave could hit just as hard as the first.In a statement Saturday, Dr. Theresa Tam said that while the summer saw cases concentrated in the 20 to 39 age range, infection rates are now accelerating in older populations.Reports of outbreaks in long-term care centres and retirement homes have been rising in recent weeks, but seem to be more contained than the eruption of cases that overwhelmed several facilities in April and May, said Tam.It’s a troubling trend given the heightened health risks the virus poses to older Canadians, said Tam, warning that we’ve already seen how spread in care homes can have deadly consequences.“We all have a shared responsibility to help protect those at highest risk,” Tam said in a statement. “When spread of COVID-19 is kept to low levels in the community this decreases the risk of exposure for older Canadians.”READ MORE:Canadians urged to keep COVID-era Thanksgiving gatherings small, virtualMeanwhile, some of the hardest-hit provinces are scrambling to prevent such a worst-case scenario by introducing new restrictions to rein in the surge in regional hot spots.Ontario reported 809 new cases on Saturday, including 358 in Toronto, 123 in the Peel Region and 94 in Ottawa.The numbers come on the first day of the province’s new measures to curb the consistent climb of cases in those areas, including closing gyms, movie theatres and casinos and suspending indoor dining at bars and restaurants.The government also reported seven new deaths related to the virus. In total, 213 people are hospitalized in Ontario because of COVID-19; 47 people are in intensive care and 29 are on ventilators.The picture wasn’t any prettier in Quebec, which reported another 1,097 new cases on Saturday — the sixth day out of the last seven that the province surpassed 1,000 new cases.Quebec also reported 14 additional deaths. Hospitalizations rose by 11 to 444, and six more people were in intensive care, for a total of 73.In response, the province was set to expand restrictions in nearly all the regions along the St. Lawrence River between Montreal and Quebec City on Saturday night.Bars, restaurant dining rooms and gyms in so-called “red zones” must be closed, sports are limited and private citizens are not allowed to gather in private homes with anyone outside their household, with few exceptions.In Manitoba, health officials reported two more deaths from COVID-19, as well as 97 new cases.The province said in its daily pandemic update on Saturday that two women in Winnipeg — one in her 80s and another in her 90s — had died since the last update on Friday.Public health officials also reminded people that residents of personal care homes are especially vulnerable to COVID-19, and that any visits over the Thanksgiving weekend should be planned with caution.Even the Atlantic bubble seems to have been perforated by the pandemic’s second wave.There were 20 new cases of COVID-19 in New Brunswick on Saturday, bringing the province’s total number of active cases to 57.The province’s chief medical officer of health said 12 of the new cases are in the Moncton region and seven are in the Campbellton region. Both regions remain in the “orange” level of restrictions under the province’s COVID-19 plan.Newfoundland and Labrador and Nova Scotia each reported three new cases on Saturday.Adina Bresge, The Canadian PressLike us onFacebookand follow us onTwitter.Want to support local journalism during the pandemic? Make a donationhere.CoronavirusHealthcareSeniorshttps://www.nanaimobulletin.com/news/covid-19-spread-shifts-to-seniors-as-outbreaks-rise-in-long-term-care-homes-tam/"
90,https://www.nanaimobulletin.com/news/seniors-care-centre-wants-to-make-its-new-forest-trail-more-accessible/,"Oct 8, 2020",Seniors care centre wants to make its new forest trail more accessible,"A forest trail has been established at a dementia care facility in Nanaimo thanks to community support, and staff hope the same generosity will pave the trail.Bianca van der Stoel, a horticultural therapy practitioner at Eden Gardens, said an untouched forest stand on the Northfield Road dementia care centre grounds caught the attention of residents and she organized an effort to create a trail there.Van der Stoel said she hopes that someone may have a connection to a concrete or paving company or be willing to donate “a lump sum of money” to help out as she wants to see all residents enjoying the area. The benefits are numerous, she said.“The fact that they’re walking and they’re stretching and they’re reaching and touching things and even pausing to take a deep breath, in a way is wonderful for their physical [selves]…” van der Stoel said. “We had an elder who I was sitting out there with, and she just naturally began to speak about some of the difficulties of her childhood, but that nature for her was always an escape and was always a safe place. From that moment, she voiced to me that she felt safe, that she felt happy. She was able to process some of these emotions that I don’t think elders are often given the opportunity to process, but in that, she felt totally safe and secure.”RELATED:Mural unveiled at Nanaimo’s Eden GardensThe space has extra value as the pandemic has put limitations on residents, van der Stoel said. She said there have been fewer opportunities for social stimulation and because of that, loneliness and sadness.“These people miss their families and miss the routine that was existing before,” said van der Stoel. “For anybody who’s experiencing deep sadness like that, I think that nature can bring moments of peace, maybe not permanently, but at least for half an hour they get to feel peace and hopefulness and growth and vibrancy around them.”Ruth Brownstone and Shirley Petersen, residents at Eden Gardens, said they enjoy the forest.“I come out here every day to get out of the building, so it is very beneficial, so that I can have some kind of place of peace,” said Brownstone.“I like to be outdoors all the time and I don’t like to feel that I am actually in a building when I really am,” said Petersen. “I would like to not be in a building and so, to have a place of peace … it’s quite good so far.”People seeking to help out can contact van der Stoel at 250-760-2636 or atbianca.vanderstoel@edengardens.ca. To donate money, contact Sandy Parise, Eden Gardens’ executive assistant, at 250-760-2646 orsandy.parise@edengardens.ca.reporter@nanaimobulletin.comLike us onFacebookand follow Karl onTwitterandInstagramSeniorshttps://www.nanaimobulletin.com/news/seniors-care-centre-wants-to-make-its-new-forest-trail-more-accessible/"
91,https://www.nanaimobulletin.com/sports/greater-victorias-55-bc-games-committee-planning-for-safe-2021-competition/,"Oct 6, 2020",Greater Victoria’s 55+ BC Games committee planning for safe 2021 competition,"It’s anyone’s guess what level of COVID-19-related restrictions may be in place for sports and recreation competitions by the fall of 2021.On the heels of a cancelled 2020 competition in Richmond, the Sidney-based BC Seniors Games Society is moving forward in its planning to host next year’s 55+ BC Games in Greater Victoria. The competition features playdowns in more than 30 sports and activities between 12 zone teams from around the province, and can attract upwards of 3,600 athletes and 1,200 volunteers.The society recently added a pair of key newcomers to its board at its annual general meeting on Sept. 17, installing Surrey’s Aart Looye as president and Esquimalt’s Sharon Davies as marketing and sponsorship committee chair.RELATED STORY:55+ BC Games cancelled amid COVID-19 concernsDavies, an accomplished amateur athlete and organizer with varied professional and volunteer experience in strategic planning, promotions and fundraising, is excited to serve on the society’s board.“It’s a great opportunity to give back and try to promote an active lifestyle,” she said. For participants, she added, “it’s an opportunity to continue to compete in a sport that you love, but it is also about participation and having fun.”While the society is monitoring provincial health regulations around COVID-19 as it plans its next attempt at staging the Games, Davies, a Bays United women’s soccer player, is encouraged at the work being done by various sports organizations in Greater Victoria to come up with Safe Return to Play protocols. She hopes the Games can draw on those experiences to create a safe environment for all participants.From an economic standpoint, hosting a 55+ BC Games can be a lucrative proposition, Davies said, as all visiting participants book hotel rooms, eat in local restaurants and enjoy other activities while in the host city. It’s not uncommon for participants to extend their stays.Davies’ duties as committee chair will include securing funding from sponsors. Businesses interested in getting on board with the 2021 55+ BC Games can reach her atmarketing@55plusbcgames.org.To register as a volunteer or find out more general information about the Games, visit55plusbcgames.orgor call 778-426-2940. To find a list of contacts and sport information for Vancouver Island South (Zone 1), visit55plusbcgames.org/zones/zone1/.Do you have a story tip? Email:don.descoteau@blackpress.ca.Follow us onInstagram.Like us onFacebookand follow us onTwitter.BC GamesSeniorshttps://www.nanaimobulletin.com/sports/greater-victorias-55-bc-games-committee-planning-for-safe-2021-competition/"
92,https://www.nanaimobulletin.com/sports/salmon-arm-woman-one-of-the-oldest-competitive-bowlers-in-western-canada/,"Oct 4, 2020",Salmon Arm woman one of the oldest competitive bowlers in Western Canada,"Florence Pineo’s game scores may not top the charts, but it’s her love of the game that keeps her coming back.Knowing that she would soon be 98 years old, the staff at Lakeside Bowling reached out to Bowl BC and concluded that the Salmon Arm woman is among the oldest competitive bowlers in all of Western Canada.Following her Thursday, Oct. 1 game in which she shared a lane with her sister Louise, Pineo reflected on both her 117 point game and just how special bowling is to her.Pineo said she has been bowling in the league at Lakeside Bowling for 26 years. She took the game up alongside Louise after retiring at 71 years old. She described the senior league as good exercise, but said the social aspect is every bit as important with many friendships forged between the lanes.Although she is no longer averaging the 192 point games she once did, Pineo is still more than capable of putting in a good ten frames. She attributes this longevity to family history and an overall healthy lifestyle.“I’m very careful with my health, I don’t drink or smoke and I rest a lot, I’m just a healthy person,” she said.“I think it’s good for you, you can’t just sit around on the chesterfield waiting to die or that sort of thing. You should remain active and keep the proper perspective.”Pineo was happy to discover that the league, which usually runs from September until May, was able to reopen. It had been stopped short due to COVID-19 in the spring. She said the virus made it difficult to get out and do things she enjoys for much of the year, so the return of the bowling league was a welcome return to a treasured routine.READ MORE:BC Votes 2020: Horgan talks mass timber, climate targets in visit to RevelstokeREAD MORE:Confronting their addictions to make way for healing — a B.C. love storyjim.elliot@saobserver.netLike us onFacebookand follow us onTwitterSeniorsSportshttps://www.nanaimobulletin.com/sports/salmon-arm-woman-one-of-the-oldest-competitive-bowlers-in-western-canada/"
93,https://www.nanaimobulletin.com/trending-now/video-b-c-seniors-strut-their-stuff-in-campy-music-video/,"Oct 1, 2020",VIDEO: B.C. seniors strut their stuff in campy music video,"They did their little turn on the catwalk.Residents and staff members at the Berwick Qualicum Beach seniors community have produced the latest in their line of music videos, this time in celebration of National Seniors Day on Oct. 1.The video, dubbed ‘BQB On The Catwalk’, is a takeoff on campy 1991 hit ‘I’m Too Sexy’ by Right Said Fred. In the video, staff and residents span nine decades, from their 20s to early 100s. ‘BQB On The Catwalk’ features 30 staff members and 41 resident participants – more than half of the staff and nearly half of the residents.They previously did a unique rendition of ‘Rock and Roll All Nite’ by legendary rockers KISS.READ MORE:Qualicum Beach seniors rock out to KISS classicREAD MORE:Berwick Qualicum Beach residents back with another music video“We are so pleased that everyone involved was able to eventually step out of their comfort zone to participate in this communal project,” said Laurel Wright, active living manager at BQB. Our greatest joy is how much fun we all had making this video together, and watching it together (over three sessions in our theatre to accommodate for social distancing).”—NEWS StaffLikeusonFacebookandfollowusonTwitterMusicqualicum beachSeniorsvideohttps://www.nanaimobulletin.com/trending-now/video-b-c-seniors-strut-their-stuff-in-campy-music-video/"
94,https://www.nanaimobulletin.com/news/lessons-from-a-pandemic-how-to-design-a-nursing-home-thats-safe-and-love-filled/,"Oct 1, 2020",Lessons from a pandemic: How to design a nursing home that’s safe and love-filled,"By Martha Perkins, Local Journalism Initiative Reporter, North Shore NewsThe images were heartbreaking — a senior citizen, alone in their nursing home bedroom while, on the other side of the window, a family member stands outside and tries to establish some kind of connection to ease the sense of isolation and foreboding.Surely, people said, there has to be a better way to keep residents of care facilities safe while also allowing them to be with their families.Baptist Housing is working on it. The coronavirus pandemic has unexpectedly provided new insights into how nursing homes should be designed to help control the spread of any type of illness. The timing is especially beneficial as Baptist Housing works on its plans for the first phase of the Inglewood Care Centre redevelopment.This past February, BC Housing financed the sale of the aging facility and three adjacent lots to Baptist Housing, which owns and operates 21 care homes in British Columbia. With a large financial commitment from the province, as well as Vancouver Coastal Health, Baptist Housing came up with plan to subsidize the construction of a replacement care home by creating a community of housing on the site. The total of 699 proposed units also includes private-pay units, life leases and rental apartments for staff.In mid-September, the District of West Vancouver allowed the project to move to the public consultation stage.In advance of the first public open house on Oct. 6, the North Shore News talked with Howard Johnson, Baptist Housing CEO and president, and Marc Kinna, executive vice-president operations and chief operating officer. They walked through some of the ways they’re adapting traditional nursing home designs to ensure residents and staff can enjoy a better quality of life and work during a pandemic.“COVID-19 has taught us about the risk of bringing a virus from the outside world into the residences of these seniors,” Kinna says. “We have to remember that they don’t life where we work we work in their home. This has really transformed our thinking around that.”As well, the changes will keep residents healthier, pandemic or not. “Every single design element that will make the building better, and the experience better for residents, also applies to other forms of illness,” he says. “We’re hoping that the incidence of other communicable illnesses such as influenza, the Norwalk virus and the common cold will be lesser as well.”Because many of these design changes can be incorporated into the original plans, they are optimistic they won’t add much to the overall cost of the construction.Room, sweet roomhttps://www.nanaimobulletin.com/news/lessons-from-a-pandemic-how-to-design-a-nursing-home-thats-safe-and-love-filled/"
95,https://www.nanaimobulletin.com/news/b-c-retirement-home-residents-fight-provinces-visitor-restrictions/,"Sep 14, 2020",B.C. retirement home residents fight province’s visitor restrictions,"Two South Surrey seniors have launched a national association as a way to give a voice to long-term care home residents and people who live in retirement homes.Amica White Rock residents Larry O’Brien and Julian Kirstiuk recently founded the federally incorporated Canadian Association for Retirement Home Residents (CARHR).An association designed to represent long-term care home residents has been needed for years, O’Brien said. However, the trigger point for starting CARHR, he added, was the introduction of a restriction regarding visitors at B.C.’s retirement homes and long-term care facilities.SEE ALSO:B.C. senior home survey to measure COVID-19 impactsThe current provincial guidelines restrict visits to one designated family member or friend.O’Brien, who is the CEO of the new association, said the restriction should be adjusted to allow two people to visit at the same time. Allowing only one person, he said, is no different than being told to pick your favourite child.“If you’ve got three children and 10 grandchildren, only one of those are ever allowed to visit you. That’s a horrible situation,” he said.One of the first actions of the association was to write an open letter to Provincial Health Officer Dr. Bonnie Henry. While the letter commends her “exceptional efforts” to control COVID-19, it takes issue with her position on long-term care home visitors.“There is one regulation you have endorsed that begs for your re-assessment. The imposition of the very cruel and inhumane order that separates families. You have separated families and forced those seniors living in retirement homes to endure a long period of extreme stress with their isolation,” O’Brien wrote.“There can be little justification for restricting visiting at retirement homes to one designated visitor.”Monday afternoon, after announcing six new deaths and 317 new cases of COVID-19 over the weekend, Dr. Henry said there are currently 13 long-term care homes where there are COVID-19 outbreaks.Henry said she does not envision the province increasing restrictions on visitors, but acknowledged the challenges that come with loosening them.“The difficulty we have with long-term care is that it’s not just our person that is in there, it’s everybody who’s at risk,” Dr. Henry said.B.C. Minister of Health Adrian Dix said the most common concern his office receives relates to visitor restrictions at long-term care homes.“We’ve taken a very methodical approach to dealing with it,” Dix said during the news briefing.“It’s clear that we want, as a goal, to increase the number of visits but we have to put that into context. COVID-19 is obviously unbelievably harmful, potentially harmful, to people living in long-term care.”The association, O’Brien said, is a vehicle for people to speak out if they’re otherwise afraid to do so.“The people in these homes, especially the long-term care homes, they either don’t want to speak (or) they’re afraid to speak,” he said. “Most people, even in here, are reluctant to speak because they’re reluctant to offend the manager. Now, in our case, we have a really great manager, but I’m more about the long-term care where all of these people have died tragically.”O’Brien described Amica as “top of the heap,” however, he said the degree of stress felt by himself and neighbours varies depending on individual circumstances and family relationships.SEE ALSO:B.C. records 132 more COVID-19 cases, one in long-term care“Yeah, people are stressed, there’s no doubt about it. But seniors don’t show their stress as much as younger people might. When you’re age 70, 80, 90, you’ve learned to deal with stress to some extent, at least you learn to hide it.”O’Brien and Kirstiuk are hoping to recruit volunteer board members.“That’s probably the most important issue we have right now,” he said.The ultimate goal is to have the association run by children and grandchildren of residents living in long-term care or retirement homes. O’Brien envisions seniors sharing concerns with their family members, which would then be relayed to the association. Those concerns would then be brought to the proper authorities.“That’s what has been totally missing. We’ve had no way to connect.”To learn more about the association or to request to join, O’Brien can be contacted at ldobmob@gmail.com or 778-966-5261.aaron.hinks@peacearchnews.comLike us onFacebookand follow us onTwitterCoronavirusSeniorsSurreywhite rockhttps://www.nanaimobulletin.com/news/b-c-retirement-home-residents-fight-provinces-visitor-restrictions/"
96,https://www.nanaimobulletin.com/news/obesity-in-older-women-linked-to-lack-of-social-ties-ubc-study/,"Aug 5, 2020","Obesity in older women linked to lack of social ties, UBC study","Women without social ties have greater likelihood of being obese compared to men in the same situation, according to a new study from UBC published in PLOS One.The study analyzed the social ties of 28,238 adults aged 45 to 85, linking that to stats such as body mass index and waist circumference – common indicators of general obesity. The study found that women who were single, widowed, divorced or separated had higher likelihood of being affected by general obesity than men.“There is a lot of literature suggesting that marriage is health-promoting for men and potentially less so for women, so our results about marital status were kind of surprising,” said Annalijn Conklin, principal investigator of the study and assistant professor in pharmaceutical sciences at UBC.Zeinab Hosseini, lead author of the study, said in a press release that more research is needed to completely “understand the factors at work,” but suggested that more needs to be done to encourage older women to build social ties.“This would require clear implementation strategies, and a focus on social connection interventions by health care researchers and decision-makers,” said Hosseini.ALSO READ:Canadians not getting enough light exercise during pandemic, UBC study findsConklin added that building these social ties could include activities like visiting friends and family, and engaging in group hobbies that encourage older adults to build connections outside their existing circles.The study did not investigate why these gender differences exist, but Conklin suggested that they may be due to social expectations of gender roles.“The type of work we did was taking a big data set and looking at how relationships affect men and women,” said Conklin. “That topic would require a completely different type of study, and maybe that’s the next step.”Like us onFacebookand follow us onTwitter.Want to support local journalism? Make a donationhere.HealthSeniorshttps://www.nanaimobulletin.com/news/obesity-in-older-women-linked-to-lack-of-social-ties-ubc-study/"
97,https://www.nanaimobulletin.com/community/society-asks-for-volunteers-to-help-make-nanaimo-more-age-friendly/,"Jul 25, 2020",Society asks for volunteers to help make Nanaimo more age-friendly,"The Nanaimo Age Friendly Community Society aims to reduce barriers that keep seniors from leading fulfilling lives, and could use some help.The society is asking for volunteers to help in a number of roles, including steering committee secretary and people who can help with social media engagement and website maintenance.According to a press release from Volunteer Nanaimo, the Nanaimo Age Friendly Community Societyrecently launched a websitemeant to be an information hub for seniors, and the group is now looking for someone who can update the site and recommend improvements. The society is asking for someone who would be able to volunteer 10-15 hours per month.The group also has a Facebook page “to assist seniors with what’s on and available,” and is asking for a volunteer who can spend 10-15 hours per month updating and moderating the page.The society is looking, as well, for someone to join its steering committee as secretary. The volunteer would need to be able to organize meeting rooms and Zoom meetings, document meetings accurately and maintain Google docs and meeting agendas and minutes.For more information about volunteering with the society, e-mailAgeFriendlyNanaimo@gmail.com.For more information about other volunteer opportunities in the community, contact Volunteer Nanaimo at 250-758-7121 orwww.volunteernanaimo.ca.READ ALSO:City of Nanaimo aiming to be an age-friendly communityREAD ALSO:United Way distributes $120,000 in federal funding to seniors in need during pandemiceditor@nanaimobulletin.comLike us onFacebookand follow us onTwitterSeniorshttps://www.nanaimobulletin.com/community/society-asks-for-volunteers-to-help-make-nanaimo-more-age-friendly/"
98,https://www.nanaimobulletin.com/news/covid-19-hoax-call-to-b-c-long-term-care-home-leads-to-arrest/,"Jul 21, 2020",COVID-19 ‘hoax call’ to B.C. long-term care home leads to arrest,"The long-term care centre that saw B.C.’s first COVID-19 outbreak in a health-care setting has revealed it was the target of a hoax call in March.The Lynn Valley Care Centre had 52 residents and 26 staff contract the virus, and a male resident was the first in Canada to die of COVID-19. He was followed by 19 more resident deaths at the care centre before the outbreak was declared over in early May.READ MORE:B.C. records first COVID-19 death in Canada as province hits 32 casesIn an open letter released Tuesday (July 21), the centre said it received a phone call that “appeared to originate from health authorities” on March 8, shortly after its outbreak began.While the content of the phone call is currently the subject of an RCMP investigation, the centre said the call “deeply alarmed our staff.”The centre said it took action immediately but that by the next day, officials learned the call was a hoax.“It caused needless fear among residents and their families,” the centre said. “It created apprehension among our staff who, just like the majority of Canadians five months ago, knew little about the disease and its dangers, became reluctant to come to work. That call kicked us while we were down, really down.”The centre said one person has recently been arrested in connection to the hoax call.READ MORE:Daughter of man at B.C. care home hit by COVID-19 says loneliness is a big issue@katslepiankatya.slepian@bpdigital.caLike us onFacebookand follow us onTwitter.Want to support local journalism during the pandemic? Make a donationhere.CoronavirusRCMPSeniorshttps://www.nanaimobulletin.com/news/covid-19-hoax-call-to-b-c-long-term-care-home-leads-to-arrest/"
99,https://www.nanaimobulletin.com/news/canadas-proportion-of-covid-longterm-care-deaths-double-that-of-other-countries-study/,"Jun 25, 2020",Canada’s proportion of COVID long-term care deaths double that of other countries: study,"A new study finds the proportion of Canadian COVID-19 deaths that have occurred in long-term care facilities is about twice the average of rates from other developed nations.The analysis released Thursday by the Canadian Institute for Health Information provides a damning snapshot of senior care as of May 25, when LTC residents made up 81 per cent of all reported COVID-19 deaths in the country compared to an average of 42 per cent among all countries studied.The data compares Canada’s record to that of 16 other countries in the Organisation for Economic Co-operation and Development. The proportion of LTC deaths ranged from less than 10 per cent in Slovenia and Hungary to 31 per cent in the United States to 66 per cent in Spain.At 5,324, the reported number of LTC deaths in Canada was near the average but data varied widely among countries: from 28 in Australia to 30,000 in the U.S., with more than 10,000 in France, Italy, Spain and the United Kingdom.Researchers point to limitations that prevent some comparisons — countries vary in COVID-19 testing and reporting practices, and in their definition of long-term care.In addition, COVID-19 cases are often under-reported and in the case of Italy, data was available from only 52 per cent of the nursing homes operating in the country.Nevertheless, Tracy Johnson, CIHI’s director of health systems analysis and emerging issues, says the data offers valuable insight into a tragedy many families, caregivers and residents have been trying to illustrate since the pandemic began.Johnson notes countries that implemented additional LTC precautions at the same time as standard stay-at-home orders had fewer LTC infections and deaths.That includes Australia, Austria and Slovenia, which ordered broad LTC testing and training, isolation wards to manage clusters, surge staffing, specialized teams and personal protective equipment.Johnson says the findings suggest such measures could be key to mitigating the impact of a possible second wave.But for now, she notes several of Canada’s hardest-hit facilities are still grappling with the devastating fallout of existing infections.“Even if all of these (measures are instituted) there will be other folks who will die because some people are infected right now, still, and the outbreaks are still ongoing,” she says.“Some of the control measures though will probably help to at least keep the rates the same as they are.”READ MORE:Canadian Armed Forces members at risk of COVID-19 while on long-term care duty to get extra payThe contrast in LTC deaths is even more stark between provinces and territories, says the report, which notes LTC deaths represented more than 70 per cent of all COVID-19 deaths in Quebec, Ontario and Alberta and 97 per cent of all deaths in Nova Scotia.There were none in Newfoundland and Labrador, Prince Edward Island, New Brunswick and the territories at the time of the study. Two LTC residents have since died in New Brunswick.googletag.cmd.push(function() { googletag.display('div-gpt-3');gptRefreshSlots.push(3); });googletag.cmd.push(function() { googletag.display('div-gpt-4');gptRefreshSlots.push(4); });Dr. Roger Wong, clinical professor of geriatric medicine at the University of British Columbia, says the numbers are “very concerning” and point to long-standing systemic problems that include inadequate staffing and resources and inconsistent standards.“There needs to be a fundamental reprioritization, focusing attention and resources, time and effort into the sector right away. Because I can tell you that what COVID-19 has shown us in terms of a major lesson is a fragmentation (of) seniors’ care,” Wong says from Vancouver.googletag.cmd.push(function() { googletag.display('div-gpt-56');gptRefreshSlots.push(56); });“Which means it makes it more difficult for all of us to support our older Canadians with equal and consistent access to the services that are necessary, based on their care needs at their age.”READ MORE:Liberal MPs call for national standards for long-term care homesWong is part of a federal task force working on national recommendations on how best to help LTC homes battle COVID-19.He says he recently spoke to a Senate standing committee on the topic, drawing on data from June 1 when reports of LTC deaths totalled 6,007, or 82 per cent of deaths.Wong encourages more specific training in geriatric and palliative care as well as psychiatry. And he suggests it’s time to put provincially-driven long-term care mandates under the Canada Health Act.“I see the federal government having its role in terms of setting the national standards and benchmarking so that expectations are set (and) no matter which province or territory our older Canadians are living in they can be protected in the same way under that framework,” says Wong.“(For) individual provinces and territories, it is about implementation of those national, federally set benchmarks and standards.”googletag.cmd.push(function() { googletag.display('div-gpt-57');gptRefreshSlots.push(57); });The CIHI analysis compared Canada to countries that had sufficient data for reporting: Australia, Austria, Belgium, France, Germany, Hungary, Ireland, Israel, Italy, the Netherlands, Norway, Portugal, Slovenia, Spain, the United Kingdom and the United States.googletag.cmd.push(function() { googletag.display('div-gpt-5');gptRefreshSlots.push(5); });Cassandra Szklarski, The Canadian PressLike us onFacebookand follow us onTwitter.Want to support local journalism during the pandemic? Make a donationhere.CoronavirusSeniorshttps://www.nanaimobulletin.com/news/canadas-proportion-of-covid-longterm-care-deaths-double-that-of-other-countries-study/"
100,https://www.nanaimobulletin.com/news/vancouver-island-seniors-rock-and-roll-all-nite/,"Jun 19, 2020",Vancouver Island seniors ‘Rock and Roll All Nite’,"Berwick Qualicum Beach residents haven’t let a pandemic stop them from rocking out.Residents at the seniors community recently brought out their blow-up guitars and yoga ball drums tofilm a renditionof the classic KISS song ‘Rock and Roll All Nite’.“Berwick Qualicum Beach started balcony dancing in March once COVID started,” said Laurel Wright, active living manager. “We were having so much fun with dancing twice a week that we decided to start a ‘Berwick Dance Wave Challenge’ to all six other Berwick sites on Vancouver Island and Kamloops. Berwick on the Park in Kamloops posted a music video to a country song two weeks ago, so we knew we had to kick it up a notch. Country music makes sense in Kamloops, but we just thought a rock song would be hilarious for our residents in Qualicum Beach.”Wright said everyone had a lot of fun making the video – staff and residents alike.READ MORE:Berwick ‘silly walks’ to raise money during virtual walk for Alzheimer’sHere’s what some of the residents had to say about the experience:Evelynne Stegmeier: “It was great fun! I enjoyed it very much. It was a brilliant idea, and it bought a few of us together, in a fashion. As together as we can be these days. It was a joyful day!”Barbara Bennett: “Oh, to be young again! Anybody can play this game, young or old. It was invigorating. Seeing ourselves on the screen made us feel young again.”John Brownell: “It was lots of fun, I enjoyed it. It was good to do something different.”Jeanne Brownell: “It was awesome! To be in something like that makes you feel young again. It was just a lot of fun. I like rock and roll!”Betty De Bruin: “If you’re young at heart you can do anything.”cloe.logan@pqbnews.comLikeusonFacebookandfollowusonTwitterMusicqualicum beachSeniorshttps://www.nanaimobulletin.com/news/vancouver-island-seniors-rock-and-roll-all-nite/"
